ds,qty_mail,y,state
8/9/2017,0,1507,FL
8/10/2017,0,1494,FL
8/11/2017,0,1427,FL
8/12/2017,0,829,FL
8/13/2017,0,742,FL
8/14/2017,0,1667,FL
8/15/2017,0,1531,FL
8/16/2017,0,1491,FL
8/17/2017,0,1508,FL
8/18/2017,0,1555,FL
8/19/2017,0,846,FL
8/20/2017,0,783,FL
8/21/2017,0,1361,FL
8/22/2017,0,1341,FL
8/23/2017,0,1386,FL
8/24/2017,0,1340,FL
8/25/2017,0,1369,FL
8/26/2017,0,783,FL
8/27/2017,0,690,FL
8/28/2017,2100000,1524,FL
8/29/2017,0,1362,FL
8/30/2017,0,1401,FL
8/31/2017,0,1760,FL
9/1/2017,0,2044,FL
9/2/2017,0,1277,FL
9/3/2017,0,1038,FL
9/4/2017,0,1051,FL
9/5/2017,0,2137,FL
9/6/2017,0,2422,FL
9/7/2017,0,2733,FL
9/8/2017,0,1566,FL
9/9/2017,0,515,FL
9/10/2017,0,230,FL
9/11/2017,0,386,FL
9/12/2017,0,1387,FL
9/13/2017,0,1829,FL
9/14/2017,0,2179,FL
9/15/2017,0,1839,FL
9/16/2017,0,971,FL
9/17/2017,0,800,FL
9/18/2017,0,1823,FL
9/19/2017,0,2013,FL
9/20/2017,0,2201,FL
9/21/2017,0,2457,FL
9/22/2017,0,1634,FL
9/23/2017,0,845,FL
9/24/2017,0,708,FL
9/25/2017,0,1940,FL
9/26/2017,0,1777,FL
9/27/2017,0,1689,FL
9/28/2017,0,1454,FL
9/29/2017,0,1716,FL
9/30/2017,0,936,FL
10/1/2017,0,754,FL
10/2/2017,0,1867,FL
10/3/2017,0,1576,FL
10/4/2017,0,1499,FL
10/5/2017,0,1534,FL
10/6/2017,0,1431,FL
10/7/2017,0,756,FL
10/8/2017,0,649,FL
10/9/2017,0,1460,FL
10/10/2017,0,1372,FL
10/11/2017,0,1352,FL
10/12/2017,0,1477,FL
10/13/2017,0,1622,FL
10/14/2017,0,754,FL
10/15/2017,0,638,FL
10/16/2017,0,1487,FL
10/17/2017,0,1493,FL
10/18/2017,0,1437,FL
10/19/2017,0,1373,FL
10/20/2017,0,1400,FL
10/21/2017,0,788,FL
10/22/2017,0,575,FL
10/23/2017,0,1404,FL
10/24/2017,0,1443,FL
10/25/2017,0,1237,FL
10/26/2017,0,1190,FL
10/27/2017,0,1316,FL
10/28/2017,0,741,FL
10/29/2017,0,688,FL
10/30/2017,0,1461,FL
10/31/2017,0,1297,FL
11/1/2017,0,1389,FL
11/2/2017,0,1345,FL
11/3/2017,0,1391,FL
11/4/2017,0,782,FL
11/5/2017,0,632,FL
11/6/2017,0,1437,FL
11/7/2017,0,1476,FL
11/8/2017,0,1284,FL
11/9/2017,0,1369,FL
11/10/2017,0,1209,FL
11/11/2017,0,660,FL
11/12/2017,0,609,FL
11/13/2017,0,1380,FL
11/14/2017,0,1280,FL
11/15/2017,0,1310,FL
11/16/2017,0,1212,FL
11/17/2017,0,1287,FL
11/18/2017,0,624,FL
11/19/2017,0,541,FL
11/20/2017,0,1362,FL
11/21/2017,0,1238,FL
11/22/2017,0,1114,FL
11/23/2017,0,291,FL
11/24/2017,0,655,FL
11/25/2017,0,576,FL
11/26/2017,0,500,FL
11/27/2017,0,1342,FL
11/28/2017,0,1183,FL
11/29/2017,0,1073,FL
11/30/2017,0,1336,FL
12/1/2017,0,1531,FL
12/2/2017,0,575,FL
12/3/2017,0,504,FL
12/4/2017,0,1402,FL
12/5/2017,0,1169,FL
12/6/2017,0,1156,FL
12/7/2017,0,1348,FL
12/8/2017,0,1214,FL
12/9/2017,0,656,FL
12/10/2017,0,535,FL
12/11/2017,0,1419,FL
12/12/2017,0,1237,FL
12/13/2017,0,1321,FL
12/14/2017,0,1243,FL
12/15/2017,0,1420,FL
12/16/2017,0,713,FL
12/17/2017,0,609,FL
12/18/2017,0,1501,FL
12/19/2017,0,1520,FL
12/20/2017,0,1341,FL
12/21/2017,0,1365,FL
12/22/2017,0,1270,FL
12/23/2017,0,629,FL
12/24/2017,0,425,FL
12/25/2017,0,317,FL
12/26/2017,0,1077,FL
12/27/2017,0,1106,FL
12/28/2017,0,1102,FL
12/29/2017,0,1109,FL
12/30/2017,0,569,FL
12/31/2017,0,346,FL
1/1/2018,0,413,FL
1/2/2018,0,1125,FL
1/3/2018,0,1286,FL
1/4/2018,0,1285,FL
1/5/2018,0,1205,FL
1/6/2018,0,612,FL
1/7/2018,0,704,FL
1/8/2018,0,1188,FL
1/9/2018,0,1081,FL
1/10/2018,0,1109,FL
1/11/2018,0,1060,FL
1/12/2018,0,1089,FL
1/13/2018,0,570,FL
1/14/2018,0,541,FL
1/15/2018,0,760,FL
1/16/2018,0,1161,FL
1/17/2018,0,1113,FL
1/18/2018,0,1094,FL
1/19/2018,0,1089,FL
1/20/2018,0,539,FL
1/21/2018,0,539,FL
1/22/2018,0,1128,FL
1/23/2018,0,1014,FL
1/24/2018,0,975,FL
1/25/2018,0,943,FL
1/26/2018,0,1024,FL
1/27/2018,0,571,FL
1/28/2018,0,541,FL
1/29/2018,3287826,1031,FL
1/30/2018,0,967,FL
1/31/2018,0,1008,FL
2/1/2018,0,1067,FL
2/2/2018,0,1029,FL
2/3/2018,0,588,FL
2/4/2018,0,523,FL
2/5/2018,0,1143,FL
2/6/2018,0,1176,FL
2/7/2018,0,1429,FL
2/8/2018,0,1594,FL
2/9/2018,0,1898,FL
2/10/2018,0,1592,FL
2/11/2018,0,1483,FL
2/12/2018,0,2554,FL
2/13/2018,0,2431,FL
2/14/2018,0,2744,FL
2/15/2018,0,2893,FL
2/16/2018,0,2571,FL
2/17/2018,0,1215,FL
2/18/2018,0,1004,FL
2/19/2018,0,2498,FL
2/20/2018,0,2868,FL
2/21/2018,0,3725,FL
2/22/2018,0,2954,FL
2/23/2018,0,2877,FL
2/24/2018,0,1644,FL
2/25/2018,0,953,FL
2/26/2018,0,3654,FL
2/27/2018,0,3834,FL
2/28/2018,0,3403,FL
3/1/2018,0,2507,FL
3/2/2018,0,1967,FL
3/3/2018,0,932,FL
3/4/2018,0,901,FL
3/5/2018,0,1707,FL
3/6/2018,0,1858,FL
3/7/2018,0,1832,FL
3/8/2018,0,2052,FL
3/9/2018,0,1730,FL
3/10/2018,0,951,FL
3/11/2018,0,783,FL
3/12/2018,0,1580,FL
3/13/2018,0,1670,FL
3/14/2018,0,1716,FL
3/15/2018,0,1825,FL
3/16/2018,0,1586,FL
3/17/2018,0,814,FL
3/18/2018,0,688,FL
3/19/2018,0,1606,FL
3/20/2018,0,1363,FL
3/21/2018,0,1479,FL
3/22/2018,0,1353,FL
3/23/2018,0,1354,FL
3/24/2018,0,734,FL
3/25/2018,0,628,FL
3/26/2018,0,1441,FL
3/27/2018,0,1489,FL
3/28/2018,0,1448,FL
3/29/2018,0,1225,FL
3/30/2018,0,1303,FL
3/31/2018,0,735,FL
4/1/2018,0,427,FL
4/2/2018,0,1534,FL
4/3/2018,0,1441,FL
4/4/2018,0,1433,FL
4/5/2018,0,1214,FL
4/6/2018,0,1303,FL
4/7/2018,0,654,FL
4/8/2018,0,656,FL
4/9/2018,0,1352,FL
4/10/2018,0,1353,FL
4/11/2018,0,1249,FL
4/12/2018,0,1234,FL
4/13/2018,0,1244,FL
4/14/2018,0,737,FL
4/15/2018,0,688,FL
4/16/2018,1037045,1289,FL
4/17/2018,0,1172,FL
4/18/2018,0,1343,FL
4/19/2018,0,1284,FL
4/20/2018,0,1452,FL
4/21/2018,0,942,FL
4/22/2018,0,858,FL
4/23/2018,0,1680,FL
4/24/2018,0,1751,FL
4/25/2018,0,1784,FL
4/26/2018,0,1565,FL
4/27/2018,0,2172,FL
4/28/2018,0,793,FL
4/29/2018,0,747,FL
4/30/2018,0,2512,FL
5/1/2018,0,1837,FL
5/2/2018,0,1711,FL
5/3/2018,0,1622,FL
5/4/2018,0,1585,FL
5/5/2018,0,771,FL
5/6/2018,0,817,FL
5/7/2018,0,1806,FL
5/8/2018,0,1809,FL
5/9/2018,0,1845,FL
5/10/2018,0,1399,FL
5/11/2018,0,1406,FL
5/12/2018,0,744,FL
5/13/2018,0,567,FL
5/14/2018,0,1507,FL
5/15/2018,0,1494,FL
5/16/2018,0,1409,FL
5/17/2018,0,1312,FL
5/18/2018,0,1362,FL
5/19/2018,0,678,FL
5/20/2018,0,722,FL
5/21/2018,0,1530,FL
5/22/2018,0,1326,FL
5/23/2018,0,1279,FL
5/24/2018,0,1218,FL
5/25/2018,0,1457,FL
5/26/2018,0,800,FL
5/27/2018,0,539,FL
5/28/2018,0,624,FL
5/29/2018,0,1416,FL
5/30/2018,0,1417,FL
5/31/2018,0,1578,FL
6/1/2018,0,1485,FL
6/2/2018,0,782,FL
6/3/2018,0,707,FL
6/4/2018,95424,1508,FL
6/5/2018,0,1399,FL
6/6/2018,0,1253,FL
6/7/2018,0,1346,FL
6/8/2018,0,1339,FL
6/9/2018,0,655,FL
6/10/2018,0,682,FL
6/11/2018,0,1464,FL
6/12/2018,0,1348,FL
6/13/2018,0,1237,FL
6/14/2018,0,1266,FL
6/15/2018,0,1385,FL
6/16/2018,0,727,FL
6/17/2018,0,563,FL
6/18/2018,0,1370,FL
6/19/2018,0,1346,FL
6/20/2018,0,1237,FL
6/21/2018,0,1357,FL
6/22/2018,0,1413,FL
6/23/2018,0,719,FL
6/24/2018,0,683,FL
6/25/2018,0,1466,FL
6/26/2018,0,1458,FL
6/27/2018,0,1466,FL
6/28/2018,0,1444,FL
6/29/2018,0,1599,FL
6/30/2018,0,738,FL
7/1/2018,0,678,FL
7/2/2018,0,1549,FL
7/3/2018,0,1388,FL
7/4/2018,0,451,FL
7/5/2018,0,1378,FL
7/6/2018,0,1367,FL
7/7/2018,0,672,FL
7/8/2018,0,621,FL
7/9/2018,2604316,1454,FL
7/10/2018,0,1363,FL
7/11/2018,0,1274,FL
7/12/2018,0,1341,FL
7/13/2018,0,1436,FL
7/14/2018,0,792,FL
7/15/2018,0,608,FL
7/16/2018,0,1770,FL
7/17/2018,0,2085,FL
7/18/2018,0,2660,FL
7/19/2018,0,2429,FL
7/20/2018,0,2477,FL
7/21/2018,0,1232,FL
7/22/2018,0,1137,FL
7/23/2018,0,2321,FL
7/24/2018,0,3080,FL
7/25/2018,0,2910,FL
7/26/2018,0,2422,FL
7/27/2018,0,2412,FL
7/28/2018,0,992,FL
7/29/2018,0,831,FL
7/30/2018,0,2936,FL
7/31/2018,0,2488,FL
8/1/2018,0,1919,FL
8/2/2018,0,2043,FL
8/3/2018,0,2175,FL
8/4/2018,0,908,FL
8/5/2018,0,751,FL
8/6/2018,0,1837,FL
8/7/2018,0,1680,FL
8/8/2018,0,1661,FL
8/9/2018,0,1544,FL
8/10/2018,0,1762,FL
8/11/2018,0,813,FL
8/12/2018,0,809,FL
8/13/2018,0,1589,FL
8/14/2018,0,1711,FL
8/15/2018,0,1475,FL
8/16/2018,0,1546,FL
8/17/2018,0,1457,FL
8/18/2018,0,828,FL
8/19/2018,0,821,FL
8/20/2018,0,1607,FL
8/21/2018,0,1393,FL
8/22/2018,0,1431,FL
8/23/2018,0,1353,FL
8/24/2018,0,1345,FL
8/25/2018,0,765,FL
8/26/2018,0,662,FL
8/27/2018,0,1403,FL
8/28/2018,0,1324,FL
8/29/2018,0,1380,FL
8/30/2018,0,1391,FL
8/31/2018,0,1666,FL
9/1/2018,0,718,FL
9/2/2018,0,617,FL
9/3/2018,0,709,FL
9/4/2018,0,1510,FL
9/5/2018,0,1312,FL
9/6/2018,0,1332,FL
9/7/2018,0,1395,FL
9/8/2018,0,711,FL
9/9/2018,0,555,FL
9/10/2018,0,,FL
9/11/2018,0,,FL
9/12/2018,0,,FL
9/13/2018,0,,FL
9/14/2018,0,,FL
9/15/2018,0,,FL
9/16/2018,0,,FL
9/17/2018,0,,FL
9/18/2018,0,,FL
9/19/2018,0,,FL
9/20/2018,0,,FL
9/21/2018,0,,FL
9/22/2018,0,,FL
9/23/2018,0,,FL
9/24/2018,1995009,,FL
9/25/2018,0,,FL
9/26/2018,0,,FL
9/27/2018,0,,FL
9/28/2018,0,,FL
9/29/2018,0,,FL
9/30/2018,0,,FL
10/1/2018,0,,FL
10/2/2018,0,,FL
10/3/2018,0,,FL
10/4/2018,0,,FL
10/5/2018,0,,FL
10/6/2018,0,,FL
10/7/2018,0,,FL
10/8/2018,0,,FL
10/9/2018,0,,FL
10/10/2018,0,,FL
10/11/2018,0,,FL
10/12/2018,0,,FL
10/13/2018,0,,FL
10/14/2018,0,,FL
10/15/2018,0,,FL
10/16/2018,0,,FL
10/17/2018,0,,FL
10/18/2018,0,,FL
10/19/2018,0,,FL
10/20/2018,0,,FL
10/21/2018,0,,FL
10/22/2018,0,,FL
10/23/2018,0,,FL
10/24/2018,0,,FL
10/25/2018,0,,FL
10/26/2018,0,,FL
10/27/2018,0,,FL
10/28/2018,0,,FL
10/29/2018,0,,FL
10/30/2018,0,,FL
10/31/2018,0,,FL
11/1/2018,0,,FL
11/2/2018,0,,FL
11/3/2018,0,,FL
11/4/2018,0,,FL
11/5/2018,0,,FL
11/6/2018,0,,FL
11/7/2018,0,,FL
11/8/2018,0,,FL
11/9/2018,0,,FL
11/10/2018,0,,FL
11/11/2018,0,,FL
11/12/2018,0,,FL
11/13/2018,0,,FL
11/14/2018,0,,FL
11/15/2018,0,,FL
11/16/2018,0,,FL
11/17/2018,0,,FL
11/18/2018,0,,FL
11/19/2018,0,,FL
11/20/2018,0,,FL
11/21/2018,0,,FL
11/22/2018,0,,FL
11/23/2018,0,,FL
11/24/2018,0,,FL
11/25/2018,0,,FL
11/26/2018,0,,FL
11/27/2018,0,,FL
11/28/2018,0,,FL
11/29/2018,0,,FL
11/30/2018,0,,FL
12/1/2018,0,,FL
12/2/2018,0,,FL
12/3/2018,0,,FL
12/4/2018,0,,FL
12/5/2018,0,,FL
12/6/2018,0,,FL
12/7/2018,0,,FL
12/8/2018,0,,FL
12/9/2018,0,,FL
12/10/2018,0,,FL
12/11/2018,0,,FL
12/12/2018,0,,FL
12/13/2018,0,,FL
12/14/2018,0,,FL
12/15/2018,0,,FL
12/16/2018,0,,FL
12/17/2018,0,,FL
12/18/2018,0,,FL
12/19/2018,0,,FL
12/20/2018,0,,FL
12/21/2018,0,,FL
12/22/2018,0,,FL
12/23/2018,0,,FL
12/24/2018,0,,FL
12/25/2018,0,,FL
12/26/2018,0,,FL
12/27/2018,0,,FL
12/28/2018,0,,FL
12/29/2018,0,,FL
1/1/2015,0,122,GA
1/2/2015,0,294,GA
1/3/2015,0,176,GA
1/4/2015,0,174,GA
1/5/2015,0,351,GA
1/6/2015,0,301,GA
1/7/2015,0,288,GA
1/8/2015,0,318,GA
1/9/2015,0,311,GA
1/10/2015,0,165,GA
1/11/2015,0,144,GA
1/12/2015,0,313,GA
1/13/2015,0,304,GA
1/14/2015,0,390,GA
1/15/2015,0,584,GA
1/16/2015,0,628,GA
1/17/2015,0,340,GA
1/18/2015,0,267,GA
1/19/2015,0,409,GA
1/20/2015,0,525,GA
1/21/2015,0,384,GA
1/22/2015,0,472,GA
1/23/2015,0,635,GA
1/24/2015,0,234,GA
1/25/2015,0,213,GA
1/26/2015,0,1027,GA
1/27/2015,0,439,GA
1/28/2015,0,905,GA
1/29/2015,0,392,GA
1/30/2015,0,748,GA
1/31/2015,0,250,GA
2/1/2015,0,165,GA
2/2/2015,0,662,GA
2/3/2015,0,638,GA
2/4/2015,0,453,GA
2/5/2015,0,689,GA
2/6/2015,0,653,GA
2/7/2015,0,237,GA
2/8/2015,0,185,GA
2/9/2015,0,577,GA
2/10/2015,0,690,GA
2/11/2015,0,498,GA
2/12/2015,0,483,GA
2/13/2015,0,465,GA
2/14/2015,0,267,GA
2/15/2015,0,215,GA
2/16/2015,0,390,GA
2/17/2015,0,420,GA
2/18/2015,0,854,GA
2/19/2015,0,619,GA
2/20/2015,0,573,GA
2/21/2015,0,345,GA
2/22/2015,0,283,GA
2/23/2015,0,577,GA
2/24/2015,0,705,GA
2/25/2015,0,539,GA
2/26/2015,0,681,GA
2/27/2015,0,595,GA
2/28/2015,0,368,GA
3/1/2015,0,313,GA
3/2/2015,0,633,GA
3/3/2015,0,474,GA
3/4/2015,0,371,GA
3/5/2015,0,423,GA
3/6/2015,0,549,GA
3/7/2015,0,284,GA
3/8/2015,0,208,GA
3/9/2015,0,601,GA
3/10/2015,0,464,GA
3/11/2015,0,485,GA
3/12/2015,0,434,GA
3/13/2015,0,432,GA
3/14/2015,0,254,GA
3/15/2015,0,188,GA
3/16/2015,0,502,GA
3/17/2015,0,430,GA
3/18/2015,0,614,GA
3/19/2015,0,553,GA
3/20/2015,0,527,GA
3/21/2015,0,211,GA
3/22/2015,0,154,GA
3/23/2015,0,431,GA
3/24/2015,0,388,GA
3/25/2015,0,369,GA
3/26/2015,0,359,GA
3/27/2015,0,394,GA
3/28/2015,0,265,GA
3/29/2015,0,185,GA
3/30/2015,0,399,GA
3/31/2015,0,441,GA
4/1/2015,0,382,GA
4/2/2015,0,424,GA
4/3/2015,0,389,GA
4/4/2015,0,265,GA
4/5/2015,0,139,GA
4/6/2015,0,385,GA
4/7/2015,0,344,GA
4/8/2015,0,409,GA
4/9/2015,0,318,GA
4/10/2015,0,336,GA
4/11/2015,0,180,GA
4/12/2015,0,151,GA
4/13/2015,0,366,GA
4/14/2015,0,315,GA
4/15/2015,0,302,GA
4/16/2015,0,349,GA
4/17/2015,0,363,GA
4/18/2015,0,207,GA
4/19/2015,0,145,GA
4/20/2015,0,299,GA
4/21/2015,0,323,GA
4/22/2015,0,296,GA
4/23/2015,0,252,GA
4/24/2015,0,291,GA
4/25/2015,0,166,GA
4/26/2015,0,148,GA
4/27/2015,0,329,GA
4/28/2015,0,244,GA
4/29/2015,0,327,GA
4/30/2015,0,357,GA
5/1/2015,0,383,GA
5/2/2015,0,226,GA
5/3/2015,0,133,GA
5/4/2015,0,380,GA
5/5/2015,0,388,GA
5/6/2015,0,321,GA
5/7/2015,0,361,GA
5/8/2015,0,446,GA
5/9/2015,0,298,GA
5/10/2015,0,186,GA
5/11/2015,0,513,GA
5/12/2015,0,605,GA
5/13/2015,0,651,GA
5/14/2015,0,809,GA
5/15/2015,0,630,GA
5/16/2015,0,315,GA
5/17/2015,0,298,GA
5/18/2015,0,878,GA
5/19/2015,0,747,GA
5/20/2015,0,923,GA
5/21/2015,0,998,GA
5/22/2015,0,750,GA
5/23/2015,0,217,GA
5/24/2015,0,128,GA
5/25/2015,0,185,GA
5/26/2015,0,674,GA
5/27/2015,0,963,GA
5/28/2015,0,853,GA
5/29/2015,0,650,GA
5/30/2015,0,260,GA
5/31/2015,0,238,GA
6/1/2015,0,653,GA
6/2/2015,0,475,GA
6/3/2015,0,590,GA
6/4/2015,0,418,GA
6/5/2015,0,492,GA
6/6/2015,0,206,GA
6/7/2015,0,228,GA
6/8/2015,0,456,GA
6/9/2015,0,371,GA
6/10/2015,0,515,GA
6/11/2015,0,404,GA
6/12/2015,0,518,GA
6/13/2015,0,199,GA
6/14/2015,0,209,GA
6/15/2015,0,516,GA
6/16/2015,0,441,GA
6/17/2015,0,480,GA
6/18/2015,0,398,GA
6/19/2015,0,451,GA
6/20/2015,0,201,GA
6/21/2015,0,173,GA
6/22/2015,0,481,GA
6/23/2015,0,392,GA
6/24/2015,0,388,GA
6/25/2015,0,456,GA
6/26/2015,0,526,GA
6/27/2015,0,183,GA
6/28/2015,0,204,GA
6/29/2015,0,403,GA
6/30/2015,0,487,GA
7/1/2015,0,378,GA
7/2/2015,0,443,GA
7/3/2015,0,308,GA
7/4/2015,0,119,GA
7/5/2015,0,213,GA
7/6/2015,0,458,GA
7/7/2015,0,396,GA
7/8/2015,0,378,GA
7/9/2015,0,354,GA
7/10/2015,0,354,GA
7/11/2015,0,208,GA
7/12/2015,0,189,GA
7/13/2015,0,420,GA
7/14/2015,0,409,GA
7/15/2015,0,440,GA
7/16/2015,0,412,GA
7/17/2015,0,373,GA
7/18/2015,0,215,GA
7/19/2015,0,156,GA
7/20/2015,0,412,GA
7/21/2015,0,354,GA
7/22/2015,0,377,GA
7/23/2015,0,360,GA
7/24/2015,0,382,GA
7/25/2015,0,218,GA
7/26/2015,0,166,GA
7/27/2015,0,405,GA
7/28/2015,0,383,GA
7/29/2015,0,295,GA
7/30/2015,0,362,GA
7/31/2015,0,403,GA
8/1/2015,0,252,GA
8/2/2015,0,185,GA
8/3/2015,0,429,GA
8/4/2015,0,432,GA
8/5/2015,0,391,GA
8/6/2015,0,370,GA
8/7/2015,0,395,GA
8/8/2015,0,202,GA
8/9/2015,0,175,GA
8/10/2015,0,384,GA
8/11/2015,0,367,GA
8/12/2015,0,364,GA
8/13/2015,0,358,GA
8/14/2015,0,436,GA
8/15/2015,0,253,GA
8/16/2015,0,185,GA
8/17/2015,0,384,GA
8/18/2015,0,363,GA
8/19/2015,0,397,GA
8/20/2015,0,319,GA
8/21/2015,0,345,GA
8/22/2015,0,195,GA
8/23/2015,0,185,GA
8/24/2015,0,324,GA
8/25/2015,0,338,GA
8/26/2015,0,364,GA
8/27/2015,0,270,GA
8/28/2015,0,376,GA
8/29/2015,0,193,GA
8/30/2015,0,143,GA
8/31/2015,0,381,GA
9/1/2015,0,351,GA
9/2/2015,0,336,GA
9/3/2015,0,317,GA
9/4/2015,0,339,GA
9/5/2015,0,209,GA
9/6/2015,0,197,GA
9/7/2015,0,193,GA
9/8/2015,0,353,GA
9/9/2015,0,386,GA
9/10/2015,0,345,GA
9/11/2015,0,347,GA
9/12/2015,0,196,GA
9/13/2015,0,154,GA
9/14/2015,0,312,GA
9/15/2015,0,340,GA
9/16/2015,0,322,GA
9/17/2015,0,309,GA
9/18/2015,0,356,GA
9/19/2015,0,189,GA
9/20/2015,0,166,GA
9/21/2015,0,314,GA
9/22/2015,0,293,GA
9/23/2015,0,323,GA
9/24/2015,0,284,GA
9/25/2015,0,295,GA
9/26/2015,0,212,GA
9/27/2015,0,143,GA
9/28/2015,0,360,GA
9/29/2015,0,344,GA
9/30/2015,0,350,GA
10/1/2015,0,286,GA
10/2/2015,0,282,GA
10/3/2015,0,194,GA
10/4/2015,0,153,GA
10/5/2015,0,342,GA
10/6/2015,0,272,GA
10/7/2015,0,307,GA
10/8/2015,0,338,GA
10/9/2015,0,361,GA
10/10/2015,0,180,GA
10/11/2015,0,171,GA
10/12/2015,0,277,GA
10/13/2015,0,315,GA
10/14/2015,0,303,GA
10/15/2015,0,331,GA
10/16/2015,0,345,GA
10/17/2015,0,174,GA
10/18/2015,0,142,GA
10/19/2015,0,304,GA
10/20/2015,0,334,GA
10/21/2015,0,315,GA
10/22/2015,0,338,GA
10/23/2015,0,321,GA
10/24/2015,0,160,GA
10/25/2015,0,108,GA
10/26/2015,0,241,GA
10/27/2015,0,290,GA
10/28/2015,0,269,GA
10/29/2015,0,290,GA
10/30/2015,0,282,GA
10/31/2015,0,144,GA
11/1/2015,0,165,GA
11/2/2015,0,403,GA
11/3/2015,0,361,GA
11/4/2015,0,369,GA
11/5/2015,0,269,GA
11/6/2015,0,315,GA
11/7/2015,0,176,GA
11/8/2015,0,133,GA
11/9/2015,0,319,GA
11/10/2015,0,309,GA
11/11/2015,0,264,GA
11/12/2015,0,280,GA
11/13/2015,0,411,GA
11/14/2015,0,216,GA
11/15/2015,0,152,GA
11/16/2015,0,314,GA
11/17/2015,0,279,GA
11/18/2015,0,296,GA
11/19/2015,0,308,GA
11/20/2015,0,389,GA
11/21/2015,0,206,GA
11/22/2015,0,132,GA
11/23/2015,0,369,GA
11/24/2015,0,266,GA
11/25/2015,0,277,GA
11/26/2015,0,75,GA
11/27/2015,0,188,GA
11/28/2015,0,159,GA
11/29/2015,0,154,GA
11/30/2015,0,409,GA
12/1/2015,0,346,GA
12/2/2015,0,356,GA
12/3/2015,0,328,GA
12/4/2015,0,357,GA
12/5/2015,0,205,GA
12/6/2015,0,121,GA
12/7/2015,0,349,GA
12/8/2015,0,327,GA
12/9/2015,0,372,GA
12/10/2015,0,349,GA
12/11/2015,0,326,GA
12/12/2015,0,191,GA
12/13/2015,0,170,GA
12/14/2015,0,398,GA
12/15/2015,0,349,GA
12/16/2015,0,370,GA
12/17/2015,0,396,GA
12/18/2015,0,415,GA
12/19/2015,0,224,GA
12/20/2015,0,189,GA
12/21/2015,0,369,GA
12/22/2015,0,380,GA
12/23/2015,0,342,GA
12/24/2015,0,218,GA
12/25/2015,0,86,GA
12/26/2015,0,239,GA
12/27/2015,0,149,GA
12/28/2015,0,379,GA
12/29/2015,0,403,GA
12/30/2015,0,329,GA
12/31/2015,0,363,GA
1/1/2016,0,100,GA
1/2/2016,0,230,GA
1/3/2016,0,209,GA
1/4/2016,0,341,GA
1/5/2016,0,352,GA
1/6/2016,0,335,GA
1/7/2016,0,284,GA
1/8/2016,0,261,GA
1/9/2016,0,143,GA
1/10/2016,0,181,GA
1/11/2016,0,297,GA
1/12/2016,0,257,GA
1/13/2016,0,316,GA
1/14/2016,0,281,GA
1/15/2016,0,306,GA
1/16/2016,0,188,GA
1/17/2016,0,144,GA
1/18/2016,0,258,GA
1/19/2016,0,323,GA
1/20/2016,0,311,GA
1/21/2016,0,290,GA
1/22/2016,0,333,GA
1/23/2016,0,185,GA
1/24/2016,0,215,GA
1/25/2016,429006,325,GA
1/26/2016,0,291,GA
1/27/2016,0,309,GA
1/28/2016,0,337,GA
1/29/2016,0,456,GA
1/30/2016,0,455,GA
1/31/2016,0,325,GA
2/1/2016,0,577,GA
2/2/2016,0,454,GA
2/3/2016,0,599,GA
2/4/2016,0,648,GA
2/5/2016,0,524,GA
2/6/2016,0,262,GA
2/7/2016,0,180,GA
2/8/2016,0,452,GA
2/9/2016,0,597,GA
2/10/2016,0,743,GA
2/11/2016,257855,586,GA
2/12/2016,0,899,GA
2/13/2016,0,295,GA
2/14/2016,0,217,GA
2/15/2016,0,730,GA
2/16/2016,0,679,GA
2/17/2016,0,442,GA
2/18/2016,0,696,GA
2/19/2016,0,618,GA
2/20/2016,0,318,GA
2/21/2016,0,261,GA
2/22/2016,0,505,GA
2/23/2016,0,588,GA
2/24/2016,0,693,GA
2/25/2016,0,576,GA
2/26/2016,0,679,GA
2/27/2016,0,327,GA
2/28/2016,0,347,GA
2/29/2016,0,645,GA
3/1/2016,0,466,GA
3/2/2016,0,791,GA
3/3/2016,0,585,GA
3/4/2016,0,716,GA
3/5/2016,0,323,GA
3/6/2016,0,196,GA
3/7/2016,0,563,GA
3/8/2016,0,587,GA
3/9/2016,0,487,GA
3/10/2016,0,497,GA
3/11/2016,0,533,GA
3/12/2016,0,234,GA
3/13/2016,0,195,GA
3/14/2016,0,450,GA
3/15/2016,0,553,GA
3/16/2016,0,486,GA
3/17/2016,0,404,GA
3/18/2016,0,482,GA
3/19/2016,0,270,GA
3/20/2016,0,219,GA
3/21/2016,0,408,GA
3/22/2016,0,426,GA
3/23/2016,0,366,GA
3/24/2016,0,374,GA
3/25/2016,0,377,GA
3/26/2016,0,234,GA
3/27/2016,0,127,GA
3/28/2016,0,492,GA
3/29/2016,0,396,GA
3/30/2016,0,377,GA
3/31/2016,0,433,GA
4/1/2016,0,480,GA
4/2/2016,0,328,GA
4/3/2016,0,214,GA
4/4/2016,0,379,GA
4/5/2016,0,423,GA
4/6/2016,0,351,GA
4/7/2016,0,372,GA
4/8/2016,0,337,GA
4/9/2016,0,199,GA
4/10/2016,0,220,GA
4/11/2016,0,344,GA
4/12/2016,0,313,GA
4/13/2016,0,285,GA
4/14/2016,0,285,GA
4/15/2016,0,374,GA
4/16/2016,0,258,GA
4/17/2016,0,213,GA
4/18/2016,0,327,GA
4/19/2016,0,353,GA
4/20/2016,0,326,GA
4/21/2016,0,324,GA
4/22/2016,0,369,GA
